search_term,country,currency,category,source_category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,unit_count,product_name_clean,standard_category,price_local_numeric,scrape_date,product_detail_text,price_text,price_gyd,image_url,source_url,weight_source_text,price_per_kg_gyd,page,brand_original,brand_group,sku_text_key,weight_bucket,unit_bucket,match_key,barcode_raw,barcode_12,barcode_harmonized,product_name_harmonized,commercial_family_key,sku_family_key,family_key,commercial_category,commercial_overlap,sku_overlap,regional_overlap,competitive_index,price_positioning
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,7468235130085,13,154.0,2.44,22 OZ,0.6236889999999999,24.69,3.91,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Pan Viga Integral Con Germen De Trigo,Bakery,154.0,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,single,molino del sol_pan viga integral con germen de trigo molino del sol_0.62,7468235130085,746823513008,746823513008,germen_integral_trigo_viga,germen_integral_trigo_viga,molino del sol_germen_integral_trigo_viga,germen_integral_trigo_viga,WHOLE_WHEAT_BREAD,1,1,1,0.4570596989563778,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,7468235130085,13,154.95,2.46,22 OZ,0.6236889999999999,24.84,3.94,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://supermercadosnacional.com/pan-viga-integral-con-germen-de-trigo-molino-del-sol-2117586?utm_source=supermercadosrd,,Pan Viga Integral Con Germen De Trigo,Bakery,154.95,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,single,molino del sol_pan viga integral con germen de trigo molino del sol_0.62,7468235130085,746823513008,746823513008,germen_integral_trigo_viga,germen_integral_trigo_viga,molino del sol_germen_integral_trigo_viga,germen_integral_trigo_viga,WHOLE_WHEAT_BREAD,1,1,1,0.46056655086652903,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,7468235130085,13,180.0,2.85,22 OZ,0.6236889999999999,28.86,4.57,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://plazalama.com.do/p/pan-viga-integral-molino-del-sol-624-g-7468235130085?utm_source=supermercadosrd,,Pan Viga Integral Con Germen De Trigo,Bakery,180.0,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,single,molino del sol_pan viga integral con germen de trigo molino del sol_0.62,7468235130085,746823513008,746823513008,germen_integral_trigo_viga,germen_integral_trigo_viga,molino del sol_germen_integral_trigo_viga,germen_integral_trigo_viga,WHOLE_WHEAT_BREAD,1,1,1,0.534210440979705,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,7468235130085,13,155.0,2.46,22 OZ,0.6236889999999999,24.85,3.94,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://sirena.do/products/index/pan-de-viga-molino-del-sol-integral-22-oz-?utm_source=supermercadosrd,,Pan Viga Integral Con Germen De Trigo,Bakery,155.0,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,single,molino del sol_pan viga integral con germen de trigo molino del sol_0.62,7468235130085,746823513008,746823513008,germen_integral_trigo_viga,germen_integral_trigo_viga,molino del sol_germen_integral_trigo_viga,germen_integral_trigo_viga,WHOLE_WHEAT_BREAD,1,1,1,0.46056655086652903,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Molino Del Sol,Pan Viga Integral Familiar Molino Del Sol,15151515151496,14,165.0,2.61,29.63 OZ,0.839995685,19.64,3.11,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-familiar-molino-del-sol/7779,https://www.garrido.com.do/p/282343?utm_source=supermercadosrd,,Pan Viga Integral Familiar,Bakery,165.0,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral familiar molino del sol,0.84,single,molino del sol_pan viga integral familiar molino del sol_0.84,15151515151496,,,familiar_integral_viga,familiar_integral_viga,molino del sol_familiar_integral_viga,familiar_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.3635436480190115,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Molino Del Sol,Pan Viga Integral Familiar Molino Del Sol,15151515151496,14,164.95,2.61,29.63 OZ,0.839995685,19.64,3.11,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-familiar-molino-del-sol/7779,https://jumbo.com.do/pan-viga-integral-familiar-molino-del-sol-2194121?utm_source=supermercadosrd,,Pan Viga Integral Familiar,Bakery,164.95,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral familiar molino del sol,0.84,single,molino del sol_pan viga integral familiar molino del sol_0.84,15151515151496,,,familiar_integral_viga,familiar_integral_viga,molino del sol_familiar_integral_viga,familiar_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.3635436480190115,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Molino Del Sol,Pan Viga Integral Familiar Molino Del Sol,15151515151496,14,164.0,2.6,29.63 OZ,0.839995685,19.52,3.09,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-familiar-molino-del-sol/7779,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Pan Viga Integral Familiar,Bakery,164.0,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral familiar molino del sol,0.84,single,molino del sol_pan viga integral familiar molino del sol_0.84,15151515151496,,,familiar_integral_viga,familiar_integral_viga,molino del sol_familiar_integral_viga,familiar_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.3612057467455773,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Molino Del Sol,Pan Viga Integral Familiar Molino Del Sol,15151515151496,14,164.95,2.61,29.63 OZ,0.839995685,19.64,3.11,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-familiar-molino-del-sol/7779,https://supermercadosnacional.com/pan-viga-integral-familiar-molino-del-sol-2194121?utm_source=supermercadosrd,,Pan Viga Integral Familiar,Bakery,164.95,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga integral familiar molino del sol,0.84,single,molino del sol_pan viga integral familiar molino del sol_0.84,15151515151496,,,familiar_integral_viga,familiar_integral_viga,molino del sol_familiar_integral_viga,familiar_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.3635436480190115,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Lumijor,Pan Viga Integral Grande Lumijor,9999999754314,13,219.95,3.49,56 OZ,1.587572,13.85,2.19,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-grande-lumijor/7796,https://jumbo.com.do/pan-viga-integral-grande-lumijor-2190633?utm_source=supermercadosrd,,Pan Viga Integral Grande,Bakery,219.95,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga integral grande lumijor,1.59,single,lumijor_pan viga integral grande lumijor_1.59,9999999754314,,,grande_integral_viga,grande_integral_viga,lumijor_grande_integral_viga,grande_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.25600018944104025,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Lumijor,Pan Viga Integral Grande Lumijor,9999999754314,13,219.0,3.47,56 OZ,1.587572,13.79,2.19,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-grande-lumijor/7796,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Pan Viga Integral Grande,Bakery,219.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga integral grande lumijor,1.59,single,lumijor_pan viga integral grande lumijor_1.59,9999999754314,,,grande_integral_viga,grande_integral_viga,lumijor_grande_integral_viga,grande_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.25600018944104025,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Lumijor,Pan Viga Integral Grande Lumijor,9999999754314,13,219.95,3.49,56 OZ,1.587572,13.85,2.19,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-grande-lumijor/7796,https://supermercadosnacional.com/pan-viga-integral-grande-lumijor-2190633?utm_source=supermercadosrd,,Pan Viga Integral Grande,Bakery,219.95,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga integral grande lumijor,1.59,single,lumijor_pan viga integral grande lumijor_1.59,9999999754314,,,grande_integral_viga,grande_integral_viga,lumijor_grande_integral_viga,grande_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.25600018944104025,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Carrefour,Lumijor,Pan Viga Integral Lumijor,7467502800089,13,139.95,2.22,550 GR,0.55,25.45,4.03,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-lumijor/8767,https://www.carrefour.do/,,Pan Viga Integral,Bakery,139.95,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga integral lumijor,0.55,single,lumijor_pan viga integral lumijor_0.55,7467502800089,746750280008,746750280008,integral_viga,integral_viga,lumijor_integral_viga,integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.4710871065969828,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Lumijor,Pan Viga Integral Lumijor,7467502800089,13,140.0,2.22,550 GR,0.55,25.45,4.03,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-lumijor/8767,https://www.garrido.com.do/p/186079?utm_source=supermercadosrd,,Pan Viga Integral,Bakery,140.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga integral lumijor,0.55,single,lumijor_pan viga integral lumijor_0.55,7467502800089,746750280008,746750280008,integral_viga,integral_viga,lumijor_integral_viga,integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.4710871065969828,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Lumijor,Pan Viga Integral Lumijor,7467502800089,13,155.0,2.46,550 GR,0.55,28.18,4.47,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-lumijor/8767,https://plazalama.com.do/p/pan-viga-integral-lumijor-550-g-7467502800089?utm_source=supermercadosrd,,Pan Viga Integral,Bakery,155.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga integral lumijor,0.55,single,lumijor_pan viga integral lumijor_0.55,7467502800089,746750280008,746750280008,integral_viga,integral_viga,lumijor_integral_viga,integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5225209346125342,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Lumijor,Pan Viga Integral Lumijor,7467502800089,13,129.0,2.04,550 GR,0.55,23.45,3.72,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-lumijor/8767,https://sirena.do/products/index/pan-lumijor-integral-personal-gourmet-?utm_source=supermercadosrd,,Pan Viga Integral,Bakery,129.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga integral lumijor,0.55,single,lumijor_pan viga integral lumijor_0.55,7467502800089,746750280008,746750280008,integral_viga,integral_viga,lumijor_integral_viga,integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.43484963685875333,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Pepin,Pan Viga Integral Pepin,7460966301406,13,110.0,1.74,454 GR,0.454,24.23,3.84,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-pepin/8802,https://www.garrido.com.do/p/185869?utm_source=supermercadosrd,,Pan Viga Integral,Bakery,110.0,,,,,,,,,,Pepin,Pepin,pepin_pan viga integral pepin,0.45,single,pepin_pan viga integral pepin_0.45,7460966301406,746096630140,746096630140,integral_viga,integral_viga,pepin_integral_viga,integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.4488770444993582,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Pepin,Pan Viga Integral Pepin,7460966301406,13,109.0,1.73,454 GR,0.454,24.01,3.8,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-pepin/8802,https://plazalama.com.do/p/pan-viga-integral-pepin-454-g-7460966301406?utm_source=supermercadosrd,,Pan Viga Integral,Bakery,109.0,,,,,,,,,,Pepin,Pepin,pepin_pan viga integral pepin,0.45,single,pepin_pan viga integral pepin_0.45,7460966301406,746096630140,746096630140,integral_viga,integral_viga,pepin_integral_viga,integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.44420124195248994,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Carrefour,Pepin,Pan Viga Mediana Pepin,7460966301017,13,148.95,2.36,30 OZ,0.8504849999999999,17.51,2.77,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mediana-pepin/7775,https://www.carrefour.do/,,Pan Viga Mediana,Bakery,148.95,,,,,,,,,,Pepin,Pepin,pepin_pan viga mediana pepin,0.85,single,pepin_pan viga mediana pepin_0.85,7460966301017,746096630101,746096630101,mediana_viga,mediana_viga,pepin_mediana_viga,mediana_viga,OTHER,1,1,1,0.3237993263706308,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Pepin,Pan Viga Mediana Pepin,7460966301017,13,150.0,2.38,30 OZ,0.8504849999999999,17.64,2.8,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mediana-pepin/7775,https://www.garrido.com.do/p/182381?utm_source=supermercadosrd,,Pan Viga Mediana,Bakery,150.0,,,,,,,,,,Pepin,Pepin,pepin_pan viga mediana pepin,0.85,single,pepin_pan viga mediana pepin_0.85,7460966301017,746096630101,746096630101,mediana_viga,mediana_viga,pepin_mediana_viga,mediana_viga,OTHER,1,1,1,0.32730617828078207,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Pepin,Pan Viga Mediana Pepin,7460966301017,13,139.95,2.22,30 OZ,0.8504849999999999,16.46,2.61,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mediana-pepin/7775,https://jumbo.com.do/pan-viga-mediana-pepin-2005494?utm_source=supermercadosrd,,Pan Viga Mediana,Bakery,139.95,,,,,,,,,,Pepin,Pepin,pepin_pan viga mediana pepin,0.85,single,pepin_pan viga mediana pepin_0.85,7460966301017,746096630101,746096630101,mediana_viga,mediana_viga,pepin_mediana_viga,mediana_viga,OTHER,1,1,1,0.3050961161831576,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Pepin,Pan Viga Mediana Pepin,7460966301017,13,139.95,2.22,30 OZ,0.8504849999999999,16.46,2.61,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mediana-pepin/7775,https://supermercadosnacional.com/pan-viga-mediana-pepin-2005494?utm_source=supermercadosrd,,Pan Viga Mediana,Bakery,139.95,,,,,,,,,,Pepin,Pepin,pepin_pan viga mediana pepin,0.85,single,pepin_pan viga mediana pepin_0.85,7460966301017,746096630101,746096630101,mediana_viga,mediana_viga,pepin_mediana_viga,mediana_viga,OTHER,1,1,1,0.3050961161831576,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Pepin,Pan Viga Mediana Pepin,7460966301017,13,130.0,2.06,30 OZ,0.8504849999999999,15.29,2.42,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mediana-pepin/7775,https://sirena.do/products/index/pan-pepin-viga-mediana-26-oz-?utm_source=supermercadosrd,,Pan Viga Mediana,Bakery,130.0,,,,,,,,,,Pepin,Pepin,pepin_pan viga mediana pepin,0.85,single,pepin_pan viga mediana pepin_0.85,7460966301017,746096630101,746096630101,mediana_viga,mediana_viga,pepin_mediana_viga,mediana_viga,OTHER,1,1,1,0.2828860540855331,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Lumijor,Pan Viga Mini Brioche Lumijor,7467502800386,13,158.0,2.5,16 OZ,0.453592,34.83,5.52,Mass,Brioche,https://supermercadosrd.com/productos/pan-viga-mini-brioche-lumijor/7860,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Pan Viga Mini Brioche,Bakery,158.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga mini brioche lumijor,0.45,single,lumijor_pan viga mini brioche lumijor_0.45,7467502800386,746750280038,746750280038,brioche_viga,brioche_viga,lumijor_brioche_viga,brioche_viga,OTHER,1,1,1,0.6452607514678275,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Lumijor,Pan Viga Mini Brioche Lumijor,7467502800386,13,158.95,2.52,16 OZ,0.453592,35.04,5.55,Mass,Brioche,https://supermercadosrd.com/productos/pan-viga-mini-brioche-lumijor/7860,https://supermercadosnacional.com/pan-viga-mini-brioche-lumijor-2202896?utm_source=supermercadosrd,,Pan Viga Mini Brioche,Bakery,158.95,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga mini brioche lumijor,0.45,single,lumijor_pan viga mini brioche lumijor_0.45,7467502800386,746750280038,746750280038,brioche_viga,brioche_viga,lumijor_brioche_viga,brioche_viga,OTHER,1,1,1,0.6487676033779787,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Lumijor,Pan Viga Mini Brioche Lumijor,7467502800386,13,199.0,3.15,16 OZ,0.453592,43.87,6.95,Mass,Brioche,https://supermercadosrd.com/productos/pan-viga-mini-brioche-lumijor/7860,https://plazalama.com.do/p/pan-viga-luminor-brioche-rebanada-gruesa-450g-7467502800386?utm_source=supermercadosrd,,Pan Viga Mini Brioche,Bakery,199.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga mini brioche lumijor,0.45,single,lumijor_pan viga mini brioche lumijor_0.45,7467502800386,746750280038,746750280038,brioche_viga,brioche_viga,lumijor_brioche_viga,brioche_viga,OTHER,1,1,1,0.8124206925183698,Market
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Bolin,Pan Viga Mini Club Integral Bolin,,,123.95,1.96,16 OZ,0.453592,27.33,4.33,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-club-integral-bolin/7750,https://jumbo.com.do/pan-viga-mini-club-integral-bolin-2005405?utm_source=supermercadosrd,,Pan Viga Mini Club Integral,Bakery,123.95,,,,,,,,,,Bolin,Bolin,bolin_pan viga mini club integral bolin,0.45,single,bolin_pan viga mini club integral bolin_0.45,,,,club_integral_viga,club_integral_viga,bolin_club_integral_viga,club_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5061556256984951,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Bolin,Pan Viga Mini Club Integral Bolin,,,123.95,1.96,16 OZ,0.453592,27.33,4.33,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-club-integral-bolin/7750,https://supermercadosnacional.com/pan-viga-mini-club-integral-bolin-2005405?utm_source=supermercadosrd,,Pan Viga Mini Club Integral,Bakery,123.95,,,,,,,,,,Bolin,Bolin,bolin_pan viga mini club integral bolin,0.45,single,bolin_pan viga mini club integral bolin_0.45,,,,club_integral_viga,club_integral_viga,bolin_club_integral_viga,club_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5061556256984951,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Bolin,Pan Viga Mini Club Integral Bolin,,,124.0,1.96,16 OZ,0.453592,27.34,4.33,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-club-integral-bolin/7750,https://sirena.do/products/index/pan-bolin-integral-mini-club?utm_source=supermercadosrd,,Pan Viga Mini Club Integral,Bakery,124.0,,,,,,,,,,Bolin,Bolin,bolin_pan viga mini club integral bolin,0.45,single,bolin_pan viga mini club integral bolin_0.45,,,,club_integral_viga,club_integral_viga,bolin_club_integral_viga,club_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5061556256984951,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Pepin,Pan Viga Mini Club Integral Pepin,6101694915252,13,165.0,2.61,16 OZ,0.453592,36.38,5.76,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-club-integral-pepin/7674,https://www.garrido.com.do/p/182405?utm_source=supermercadosrd,,Pan Viga Mini Club Integral,Bakery,165.0,,,,,,,,,,Pepin,Pepin,pepin_pan viga mini club integral pepin,0.45,single,pepin_pan viga mini club integral pepin_0.45,6101694915252,610169491525,610169491525,club_integral_viga,club_integral_viga,pepin_club_integral_viga,club_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.6733155667490374,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Pepin,Pan Viga Mini Club Integral Pepin,6101694915252,13,147.95,2.34,16 OZ,0.453592,32.62,5.17,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-club-integral-pepin/7674,https://jumbo.com.do/pan-viga-mini-club-integral-pepin-2005516?utm_source=supermercadosrd,,Pan Viga Mini Club Integral,Bakery,147.95,,,,,,,,,,Pepin,Pepin,pepin_pan viga mini club integral pepin,0.45,single,pepin_pan viga mini club integral pepin_0.45,6101694915252,610169491525,610169491525,club_integral_viga,club_integral_viga,pepin_club_integral_viga,club_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.6043474791827297,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Pepin,Pan Viga Mini Club Integral Pepin,6101694915252,13,147.95,2.34,16 OZ,0.453592,32.62,5.17,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-club-integral-pepin/7674,https://supermercadosnacional.com/pan-viga-mini-club-integral-pepin-2005516?utm_source=supermercadosrd,,Pan Viga Mini Club Integral,Bakery,147.95,,,,,,,,,,Pepin,Pepin,pepin_pan viga mini club integral pepin,0.45,single,pepin_pan viga mini club integral pepin_0.45,6101694915252,610169491525,610169491525,club_integral_viga,club_integral_viga,pepin_club_integral_viga,club_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.6043474791827297,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Molino Del Sol,Pan Viga Mini Club Molino Del Sol,2100002859427,13,96.95,1.54,16 OZ,0.453592,21.37,3.39,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-club-molino-del-sol/7765,https://supermercadosnacional.com/pan-viga-mini-club-molino-del-sol-2211952?utm_source=supermercadosrd,,Pan Viga Mini Club,Bakery,96.95,,,,,,,,,,Molino Del Sol,Molino Del Sol,molino del sol_pan viga mini club molino del sol,0.45,single,molino del sol_pan viga mini club molino del sol_0.45,2100002859427,,,club_viga,club_viga,molino del sol_club_viga,club_viga,OTHER,1,1,1,0.39627426584708975,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Lumijor,Pan Viga Mini Integral Gourmet Lumijor,,,144.95,2.3,17.5 OZ,0.49611625,29.22,4.63,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-integral-gourmet-lumijor/7781,https://jumbo.com.do/pan-viga-mini-integral-gourmet-lumijor-2138663?utm_source=supermercadosrd,,Pan Viga Mini Integral Gourmet,Bakery,144.95,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga mini integral gourmet lumijor,0.5,single,lumijor_pan viga mini integral gourmet lumijor_0.5,,,,gourmet_integral_viga,gourmet_integral_viga,lumijor_gourmet_integral_viga,gourmet_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5412241448000075,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Lumijor,Pan Viga Mini Integral Gourmet Lumijor,,,144.0,2.28,17.5 OZ,0.49611625,29.03,4.6,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-integral-gourmet-lumijor/7781,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Pan Viga Mini Integral Gourmet,Bakery,144.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga mini integral gourmet lumijor,0.5,single,lumijor_pan viga mini integral gourmet lumijor_0.5,,,,gourmet_integral_viga,gourmet_integral_viga,lumijor_gourmet_integral_viga,gourmet_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5377172928898563,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Lumijor,Pan Viga Mini Integral Gourmet Lumijor,,,144.95,2.3,17.5 OZ,0.49611625,29.22,4.63,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-integral-gourmet-lumijor/7781,https://supermercadosnacional.com/pan-viga-mini-integral-gourmet-lumijor-2138663?utm_source=supermercadosrd,,Pan Viga Mini Integral Gourmet,Bakery,144.95,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga mini integral gourmet lumijor,0.5,single,lumijor_pan viga mini integral gourmet lumijor_0.5,,,,gourmet_integral_viga,gourmet_integral_viga,lumijor_gourmet_integral_viga,gourmet_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5412241448000075,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Lumijor,Pan Viga Mini Integral Gourmet Lumijor,,,145.0,2.3,17.5 OZ,0.49611625,29.23,4.63,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-mini-integral-gourmet-lumijor/7781,https://sirena.do/products/index/pan-lumijor-sandwich-100-integral-185-oz?utm_source=supermercadosrd,,Pan Viga Mini Integral Gourmet,Bakery,145.0,,,,,,,,,,Lumijor,Lumijor,lumijor_pan viga mini integral gourmet lumijor,0.5,single,lumijor_pan viga mini integral gourmet lumijor_0.5,,,,gourmet_integral_viga,gourmet_integral_viga,lumijor_gourmet_integral_viga,gourmet_integral_viga,WHOLE_WHEAT_BREAD,1,1,1,0.5412241448000075,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Bravo,Nature'S Own,Pan Viga Multigrain Natures Own,,,325.0,5.15,22 OZ,0.6236889999999999,52.11,8.26,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-multigrain-natures-own/7757,https://bravova.superbravo.com.do/articulos/11927?utm_source=supermercadosrd,,Pan Viga Multigrain Natures Own,Bakery,325.0,,,,,,,,,,Nature'S Own,Nature'S Own,nature s own_pan viga multigrain natures own,0.62,single,nature s own_pan viga multigrain natures own_0.62,,,,multigrain_natures_own_viga,multigrain_natures_own_viga,nature s own_multigrain_natures_own_viga,multigrain_natures_own_viga,SPECIALTY_BREAD,1,1,1,0.9655532259283071,Market
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Nature'S Own,Pan Viga Multigrain Natures Own,,,294.95,4.67,22 OZ,0.6236889999999999,47.29,7.49,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-multigrain-natures-own/7757,https://supermercadosnacional.com/pan-viga-multigrain-nature-s-own-22-onz-2200864?utm_source=supermercadosrd,,Pan Viga Multigrain Natures Own,Bakery,294.95,,,,,,,,,,Nature'S Own,Nature'S Own,nature s own_pan viga multigrain natures own,0.62,single,nature s own_pan viga multigrain natures own_0.62,,,,multigrain_natures_own_viga,multigrain_natures_own_viga,nature s own_multigrain_natures_own_viga,multigrain_natures_own_viga,SPECIALTY_BREAD,1,1,1,0.875544026901092,Market
